index,artist,title,lyrics sentiment,mood,lyrics,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
ML1348,Madness,Shut Up,pos,happy,"I tell you I didn't do it, cause I wasn't there\nDon't blame me, it just isn't fair\nYou listen to their side, now listen to mine\nCan't think of a story, sure you'll find me sometime\n\nNow pass the blame and don't blame me\nJust close your eyes and count to three\n(One two three)\nThen I'll be gone and you'll forget\nThe broken window, T.V. set\nIt wasn't me either, I'm just his mate\nHe told me to stand here and watch the gate\nI've got a wife and three kids you know\nThey'll tell you I'm straight, at least I think so\nI'm as honest as the day is long\nThe longer the daylight, the less I do wrong\n\nNow pass the blame and don't blame me\nJust close your eyes and count to three\n(One two three)\nThen I'll be gone and you'll forget\nThe broken window, T.V. set\nPass the blame and don't blame me\nJust close your eyes and count to three\n(One two three)\nThen I'll be gone and I'll forget\nThat what you give is what you get...",6xpE6S5LvBAmXOdaSlVsUO,0.483,0.616,9,-10.763,0,0.027999999999999997,0.244,1.12e-05,0.212,0.616,149.72
ML1349,Miles Davis,Summertime,pos,relaxed,"Summertime and the livin' is easy\nFish are jumpin' and the cotton is high\nOh, your daddy's rich and your ma is good-lookin'\nSo hush little baby, don't you cry\n\nOne of these mornings\nYou're gonna rise up singing\nYes you'll spread your wings\nAnd you'll take to the sky\nBut 'til that morning\nThere ain't nothin' can harm you\nWith Daddy and Mammy standin' by\n\nSummertime, and the livin' is easy\nFish are jumpin' and the cotton is high\nOh, your daddy's rich and your ma is good-lookin'\nSo hush little baby, don't you cry\nOh don't you cry\nOh don't you cry\nDon't you cry\nOh don't you cry",3vkO3CKGLv2KrQIgaRrI9A,0.414,0.147,5,-13.184000000000001,0,0.0281,0.721,0.0,0.0845,0.38299999999999995,107.329
ML1350,Bikini Kill,DemiRep,neg,angry,"Miss Mary Mac, Mac, Mac\nAll dressed in black, black, black\nWith silver buttons, buttons, buttons\nAll down her back, back, back\nShe asked her mom, mom, mom\nFor 15 cents, cents, cents\nTo see the elephants, elephants, elephants\nThey jumped the fence, fence, fence\nThey jumped so high, high, high\nThey reached the sky, sky, sky\nAnd never came back, back, back\nTill the 4th of July, lie, LIAR!\nI'm sorry that I'm getting chubby\nAnd I cannot always be happy for you\nAnd I am not some lame sorority queen\nTaking you home to meet my daddy\nYou collect your trust funds baby\nAnd I'll be a whore\nAnd we'll pretend we're just the same but\nI know, I know, I know, I know\nI know that I\nI am hiding\nThe you I show to you is just a lie\nYou take what you want\nYou get what you take\nYou take what you want\nYou get what you take\nBut I've got something, man\nThat your fucking money cannot buy\nYou never know, never know, never know what\nYou never know, never know, never know what\nYou wanna take it but you can't have it\nYou don't know what it's like to be alive\nI could scream the truth if I wanted\nRight through your lies\nBut your baseball bat wounds, razormouth\nCarve your initials bloody in my thighs\n(High, high, high)\n""Alright!\nWell, they're laughing at us!\nI know\nGod... We're having fun!""",5cfDVd6Q0aJawRy48Sqf5k,0.397,0.687,1,-5.31,1,0.214,0.0217,0.00013000000000000002,0.29600000000000004,0.374,141.298
ML1352,Anthrax,Antisocial,neg,angry,"You're a train ride to no importance\nYou're in love with hell existence\nThe money is all that you desire\nWhy don't you pack it in and retire?\nIt's common sense you can't fool me\nI'm just the money that you can't let free\nRainy day genius clouds your mind\nDon't you realize the blind lead the blind?\n\nYou're anti, you're antisocial\nYou're anti, you're antisocial\nYou're anti, you're antisocial\nYou're anti, you're antisocial\n\nOh mister time will you ever unwind\nOr just rebuild a new design\nYour claim to fame is law and order\nThe rich get rich, the poor get poor\nYou put a price tag on what you see\nThis one's for you, that's for me\nIf that's winning, I'd rather lose\nWhy don't you listen to my senseless views?\n\nYou're anti, you're antisocial\nYou're anti, you're antisocial\nYou're anti, you're antisocial\nYou're anti, you're antisocial\n\nHow do you feel?\n\nYou're a train ride to no importance\nYou're in love with hell existence\nThe money is all that you desire\nWhy don't you pack it in and retire?\nIt's common sense you can't fool me\nI'm just the money that you can't let free\nRainy day genius clouds your mind\nDon't you realize the blind lead the blind?\n\nYou're anti, you're antisocial\nYou're anti, you're antisocial\nYou're anti, you're antisocial\nYou're anti, you're antisocial\n\nAntisocial\nAntisocial\nAntisocial",0YcUYa5L9BdTGlO7ov63BZ,0.43799999999999994,0.955,7,-6.343999999999999,1,0.0464,0.00014199999999999998,1.84e-05,0.085,0.373,104.234
ML1354,Kanye West,Through The Wire,pos,happy,"Last October Grammy nominated producer KANYE WEST was in a nearly fatal car accident. His jaw was fractured in nearly three places. Two weeks later he recorded this song with his mouth still wired shut... so the world could feel his pain!\n\nYo, Gee, they can't stop me from rappin', can they?\nCan they, Hop?\n\nThrough the fire, to the limit, to the wall\nFor a chance to be with you, I'd gladly risk it all\nThrough the fire, through whatever, come what may\nFor a chance at loving you, I'd take it all the way\nRight down to the wire, even through the fire\n\nI spit it through the wire, man\nThere's too much stuff on my heart right now, man\nI'd gladly risk it all right now\nIt's a life-or-death situation, man\nY'all, y'all don't really understand how I feel right now, man\nIt's your boy, Kanye to the…\nChi-Town, what's goin' on?\n\nI drink a Boost for breakfast, an Ensure for dessert\nSomebody ordered pancakes, I just sip the sizzurp\nThat right there could drive a sane man berserk\nNot to worry, Mr. H-to-the-Izzo's back to wizzerk\nHow do you console my mom or give her light support\nTellin' her her son's on life support?\nAnd just imagine how my girl feel\nOn the plane scared as hell that her guy look like Emmett Till\nShe was with me before the deal, she'd been tryna be mine\nShe a Delta, so she'd been throwin' that Dynasty sign\nNo use in me tryna be lyin', I been tryna be signed\nTryin' to be a millionaire, how I used two lifelines\nIn the same hospital where Biggie Smalls died\nThe doctor said I had blood clots, but I ain't Jamaican, man\nStory on MTV and I ain't tryna make a band\nI swear, this right here, history in the makin', man\n\nThrough the fire, to the limit, to the wall\nFor a chance to be with you, I'd gladly risk it all\nThrough the fire, through whatever, come what may\nFor a chance at loving you, I'd take it all the way\nRight down to the wire, even through the fire\n\nI really apologize for everything right now\nIf it's unclear at all, man\nThey got my mouth wired shut\nFor like… I dunno, the doctor said like six weeks\nY'know, he had, I had reconstructive surgery on my jaw\nI looked in the mirror\nAnd half my jaw was in the back of my mouth, man\nI couldn't believe it\nBut I'm still here for y'all right now, man\nThis what I got to say right here, dawg\nYeah, turn me up, yeah, uh\n\nWhat if somebody from the Chi' that was ill got a deal\nOn the hottest rap label around?\nBut he wasn't talkin' 'bout coke and birds\nIt was more like spoken word, 'cept he's really puttin' it down?\nAnd he explained the story 'bout how Blacks came from glory\nAnd what we need to do in the game\nGood dude, bad night, right place, wrong time\nIn the blink of a eye, his whole life changed\nIf you could feel how my face felt\nYou would know how Mase felt (Mason Betha!)\nThank God I ain't too cool for the safe belt\nI swear to God, driver two wanna sue\nI got a lawyer for the case, to keep what's in my safe safe\nMy dawgs couldn't tell if I…\nI looked like Tom Cruise in Vanilla Sky, it was televised\nThere's been an accident like GEICO\nThey thought I was burnt up like Pepsi did Michael\nI must got a angel, ‘cause look how death missed his ass\nUnbreakable, what, you thought they'd call me Mr. Glass?\nLook back on my life like the Ghost of Christmas Past\nToys ""R"" Us where I used to spend that Christmas cash\nAnd I still won't grow up, I'm a grown-ass kid\nSwear I should be locked up for stupid shit that I did\nBut I'm a champion, so I turned tragedy to triumph\nMake music that's fire, spit my soul through the wire\n\nThrough the fire, to the limit, to the wall\nFor a chance to be with you, I'd gladly risk it all\nThrough the fire, through whatever, come what may\nFor a chance at loving you, I'd take it all the way\nRight down to the wire, even through the fire\n\nY'know what I'm sayin'?\nWhen the doctor told me I had, um\nThat I was gonna have to have a plate in my chin\nI said, ""Dawg, don't you realize I'll never make it on a plane now?""\n""It's bad enough I got all this jewelry on!""\nYou can't be serious, man",0tDQlF2t00FEAlizuaHpbO,0.591,0.745,7,-6.112,1,0.217,0.00861,7.05e-06,0.161,0.6559999999999999,82.999
ML1355,Birthday Party,Dead Joe,pos,angry,"Dead Joe Joe... Joe Joe\nOh-ho-ho-ho-ho-ho-ho-ho-ho-ho Dead Joe\nOh-ho-ho-ho-ho-ho-ho-ho-ho-ho Dead Joe\n\nWelcome to the car smash\nWelcome to the car smash\nWelcome to the car smash\nA-a-a-a-a-smash\nDead Joe\n\nJunk-Sculpture turning back to JUNK\nJunk-Sculpture turning back to JUNK\nJunk-Sculpture turning back to JUNK\nJu-ju-ju-ju-junk\nDead Joe\nOh Joe no-o-o-o-o-o! It's Christmas time Joe\nIt's Christmas time now for you\nAnd all the little bells are hanging two-by-two\nThe holly and the nativity\nOh now speak to me Joe, speak to me Joe, speak to me Joe\nOh-oh-oh---oh--oh--oh--oh--oh--oh--oh\nDe-e-e-e-e-e-e-e-e-e-e--e-e-e-ead Joe\nOh-ho-ho-ho-ho-ho-ho-ho-ho-ho Dead Joe\nOh-ho-ho-ho-ho-ho-ho-ho-ho-ho Dead Joe\n\nWelcome to the car smash\nWelcome to the car smash\nWelcome to the car crash\nYou can't tell the girls from the boys anymore\nYou can't tell the girls from the boys anymore\nYou can't tell the girls from the boys anymore\nYou can't tell the girls from the boys anymore\nHo-Oh-Oh-OH-Oh-Oh---Oh--Oh--Oh---Oh---Oh---Oh\nDe-e-e-e-e-e-e-e-e-e---e-e-e-e-ead Joe",6NWBzO2kIQiVjuFXYsDQxa,0.29,0.632,1,-13.27,1,0.0673,4.24e-06,0.599,0.095,0.28300000000000003,112.397
ML1356,Papas Fritas,Way You Walk,pos,happy,"I can tell by the way you walk you wanna be alone with him\n'Cause you're pacing at an open door, you're waiting and you can't come in\nWhy do you make up all these stories\nMade up your mind, decided for me\nI can tell by the way you walk you wanna be alone with him\nWhen you called me on the telephone I knew that you were miles away\n'Cause the words that you said to me weren't hiding what you couldn't say\nPlans sort of changed up for the weekend\nFriend came to town been years since I seen him\nI can tell by the way you talk you wanna be alone with him (alone with him)\n(Ooh alone with him)\n(Ooh alone with him)\n(Ooh alone with him)\n(Ooh alone with him)\nHe was in my dreams\nWhat else could it mean\nWhen you laugh at me behind my back I'll turn and you can run away\nWill you tell him all the special things you told me you could never say\nI never said I'd be yours only, I didn't know until you told me\nIf I go I won't be lonely, if I stay now you don't own me\nI can tell by the way you smile your love is changing on a whim\nMaybe I will and maybe I won't\nMaybe I do and maybe I don't\nMaybe I will and maybe I won't\nMaybe I do and maybe I don't\n(I can tell by the way you walk)\n(Maybe I will and maybe I won't)\n(I can tell by the way you walk)\n(Maybe I do and maybe I don't)\n(I can tell by the way you walk)\n(Maybe I will and maybe I won't)\n(Maybe I do and maybe I don't)",5In1ixjVWCB9TMk7KkS8A0,0.888,0.434,6,-7.6739999999999995,0,0.0608,0.10800000000000001,0.006490000000000001,0.11,0.941,120.137
ML1357,Emily Jane White,The Demon,neg,sad,If there was a demon would you hold her?\nAnd be a nurse by her side?\nI'll take a corset of your words\nTie them up high and bind them\nYou seem like you've always been\nWrote a book that's already been read\nAnd if there was a beast would you hold him?\nAnd be a doctor by his side?\nHe'll take the drugs that you've stolen\nYou'll be drunk on electric wine\nOh this town you've never seen before\nThere's always big guns at your door\nThe sentiment of class is blood born\nI'd like to write a song for you\nWith arms wide open the way I do\nAnd I'd like to tell the truth to you\nShot through the chest the way I do\nIf there was a demon would you hold her?\nAnd be a nurse by her side?\nI'll take a corset of your words\nTie them up high and bind them,0ofp0aBBFtcc5CdkUDcp68,0.379,0.217,7,-12.482000000000001,0,0.0337,0.609,0.708,0.0947,0.159,144.459
ML1358,Megadeth,Promises,pos,angry,"Two hearts that shouldn't\nTalk to each other become close\nIn a town much like a prison cell\nPeople speak our names\nOn the street in hushed tones\nOh, the stories they'd tell\nIf anyone would listen\nIf anyone would listen...\nYou come from a town where\nPeople don't bother saying ""Hello""\nUnless somebody's born or dies\nAnd I come from a place where they\nDrag your hopes through the mud\nBecause their own dreams are all dying\nAnd when we walk down the street\nThe wind sings our name in rebel songs\nThe sounds of the night should make us anxious\nBut it's much too late when the fear is gone\nI will meet you in the next life, I promise you\nWhere we can be together, I promise you\nI will wait 'til then in Heaven, I promise you\nI promise, I promise\nThere's so many fighting\nTo get past the Pearly Gates\nBut nobody ever wants to die or get saved\nTheir intentions aren't that good\nAnd I can smell the asphalt\nThat's their personal road to Hell being paved\nAnd when we walk down the street\nThe wind sings our name in rebel songs\nBut it's much too late when the fear is gone\nI will meet you in the next life, I promise you\nWhere we can be together, I promise you\nI will wait 'til then in Heaven, I promise you\nI promise, I promise\n\nI will meet you in the next life, I promise you\nWhere we can be together, I promise you\nI will wait 'til then in Heaven, I promise you\nI promise, I promise",3liVH6em4sqKktgGG0NgW7,0.384,0.701,7,-5.535,0,0.0288,0.00278,2.29e-06,0.0965,0.201,75.513
ML1359,The Stone Roses,(Song For My) Sugar Spun Sister,pos,relaxed,"Her hair\nSoft drifted snow\nDeath white\nI’d like to know\nWhy she hates\nAll that she does\nBut she gives\nIt all that she’s got\nUntil the sky turns green\nThe grass is several shades of blue\nEvery Member of Parliament trips on glue\nUntil the sky turns green\nAnd the grass is several shades of blue\nEvery Member of Parliament trips on glue\nIt takes all these things\nAnd all that time\nTill my sugar spun sister’s happy\nWith this love of mine\nIt’ll take all these things\nAnd oh much more\nI’ve paid\nFor fifteen or more\nBut my guts\nCan’t take many more\nMy hands\nAre stuck to my jeans\nAnd she knows, she knows\nWhat this must mean\nShe wakes up with the sun\nShe asked me what is all the fuss\nAs she gave me more than she thought she should\nShe wakes up with the sun\nI think, what have I done?\nAs I gave her more than I thought I would\nIt takes all these things\nAnd all that time\nTill my sugar spun sister’s happy\nWith this love of mine\nYeah yeah yeah\nThe candy floss girl\nThe sticky fingered boy\nOh, that sister of mine",3WEDBjYdFN9anBLB87w9b8,0.34600000000000003,0.8540000000000001,9,-5.646,1,0.0391,0.0273,0.0192,0.0987,0.414,120.934
ML1360,Mastodon,Hearts Alive,neg,angry,"Taken down\nWith hearts alive\nOur hearts alive\n\nLurking dark underground\nDescend to bottom\nSwim below eternally\nInto the deep blue sea\n\nTime and space all alone\nIt can be a lonely place\nThere it goes, opening up\nI can't stand, I can't breathe\n\nRolled fin out\nOil stripped\nHold is filled\n\nOcean coil, water boils\nHe swims to the surface\nFlame from mouth, smoke he breathes\nEnter the caverns of the deep\n\nTime and space all alone\nIt can be a lonely place\nThere it goes, open up\nI can't stand, I can't breathe\n\nTerrified, ghastly cry\nSpiraled lives\nTaken down, taken down\n\nThe iron side\nBucket of lead\nBattle is she\nNot for defeat\n\nThe iron side\nBucket of lead\nBattle is she",5ZwXpxkFA2qW0nGCXwpIx4,0.17300000000000001,0.953,2,-7.28,1,0.0841,3.97e-06,0.8029999999999999,0.365,0.245,167.21
ML1361,Deep Forest,Forest Hymn,pos,relaxed,"Farewell, now, my sister\nUp ahead there lies your road\nAnd your conscience walks beside you\nIt's the best friend you'll ever know\nAnd the past is now your future\nIt bears witness to your soul\nMake sure that the love you offer up\nDoes not fall on barren soil\nFor the wind cries of late\nIn the whispering grass\nOur way of life is held\nIn the spinning wheels of chance\nI believe in a way of long ago\nAnd the sounds I believe rose our glow\nAnd we're changing our ways\nYes, we are taking on different roads\nTell me more about the forest\nThat you once called home\nFor the wind cries of late\nIn the whispering leaves\nAnd the sun will turn to waste\nThe heavens we build above\nFather, teach your children\nTo treat our mother well\nIf we give her back her diamonds\nShe will offer up her pearl\nWe must sing her creation song\nJeune du monde\nInvoke the spirits that feed us\nThis dreaming takes too long\nBut I'm not bitter, no, I'm surviving\nTo face the world, to raise the future\nSo why don't you tell me, come on and tell me\nAbout the world you left behind\nCan you tell me?",1xLefxoLAHcgOxZ4RaUadF,0.5870000000000001,0.586,0,-13.113,1,0.0422,0.10400000000000001,0.0302,0.0835,0.755,87.995
ML1362,Siouxsie and the Banshees,Regal Zone,neg,angry,"Coronets rest on a death's head mask\nNo-one is safe while the curfew lasts\nBut crusted orbs glitter, sceptres gleam\nWhile helmets of blood fill the screen\nThey look away\nAnd then they say\n""For the good of the land\nFor the love of the man""\nStanding alone sitting alone\nOn the throne of the regal zone\nOld limbs hang in the torture room\nWhile old kings hang in the portrait room\nTheir noble eyes gaze on the uneasy dance\nOf the squirming body on the marble plate\nThey look away\nAnd then they say\n""For the good of the land\nFor the love of the man""\nStanding alone sitting alone\nOn the throne of the regal zone",1606YioG1iVJRgY5zBiO76,0.40299999999999997,0.932,4,-8.264,1,0.0544,0.000551,0.813,0.131,0.392,143.115
ML1363,DMX,Ready To Meet Him,neg,sad,"Let us pray...\nI thank you, Lord, for my birth and everything that's followed\nI thank you, Lord, for today, and I will pray for tomorrow\nI thank you, Lord, for the love of my life and a friend\nI made a promise and I'm lovin' my wife 'til the end\nI thank you, Lord, for your guidance, 'cause it's all that counts\nAnd right here, right now... Lord, this is your house\nI thank you, Lord, for a dream that came true to light\nAnd I ask you to bless everybody in this room tonight\nI don't always do the right thing and I ask you to forgive me\n'Cause I need You here wit me, without You in my life it's empty\nI think back how some people did me like, violence was the remedy\nAnd because I think of that now, I pray for my enemy\nNot because of what I'll do, but because they don't know\nThere's somethin' better after here, but everybody won't go\nSo I ask You to forgive them and we'll hope they see\nAnd I thank You for the love that they've given to me\nI will not abuse it nor will I lead them astray\nYou see I love 'em like children, that I see everyday\nAnd I pray... no, we pray... together\nGet us through the bad weather, and we love You forever\nLet Your thought and my heart go hand in hand\nI first thought but to start, but I stand a man\nAnd for as long as I can, as long as You permit me\nPlease give me the strength I need to live, bear with me\nAmen\n\n\nWe each walk the path that we've chosen (Yes)\n\nI'm ready to meet him\n'Cause where I'm livin' ain't right, black hate white\nWhite hate black, it's right back to the same fight\nThey got us suspectin' a war\nBut the real war is to follow the law of the Lord\n\nLord, You left me stranded and I don't know why\nTold me to live my life, now I'm ready to die\nReady to fly, I cry, but I shed no tears\nYou told me You would dead those fears, it's been years\nSnakes still comin' at me, just missin'\nSometimes I think all You do with me is just listen\nI thought that I was special, that's what You told me\nHold me, stop actin' like You don't know me\nWhat I do so bad that it sent You away from me?\nNot only sent You away, but made You stay away from me?\n""My child I'm here as I've always been\nIt is you who went away and now are back again\nWhat did I say?"" Follow Your word and be true\n""What did you do?"" Well, what I wanted to do\n""What have you seen?"" Darkness and hell at a glance\n""What do you want?"" All I want is another chance\n\nI'm ready to meet him\n'Cause where I'm livin' ain't right, black hate white\nWhite hate black, it's right back to the same fight\nThey got us suspectin' a war\nBut the real war is to follow the law of the Lord\nI'm ready to meet him\n'Cause where I'm livin' ain't right, black hate white\nWhite hate black, it's right back to the same fight\nThey got us suspectin' a war\nBut the real war is to follow the law of the Lord\n\n""Just because you went away, my doors are not locked\nWanna come back home? All you gotta do is knock""\nYou see, I left home a boy but returned as a man\nFull grown and I'm still not able to stand\n""I gave you a hand."" Well but I was lookin' the wrong way\nFigured out the plan, then I started to pray\nAnd that prayer took me from here, over there\nBack to over here, now it got me like where\nDo I belong, do I fit in?\nThings on my mind, where do I begin?\nIt's easier to sin, but it hurts my heart\nI'm really tryna win, so where do we start?\n""Thou shalt not steal."" But what if he stole from me?\n""Thou shalt not kill."" But what if he's tryin' to kill me?\n""Thou shalt not take my name in vain\nNo matter how hard it rains, withstand the pain""\n\nI'm ready to meet him\n'Cause where I'm livin' ain't right, black hate white\nWhite hate black, it's right back to the same fight\nThey got us suspectin' a war\nBut the real war is to follow the law of the Lord\nI'm ready to meet him\n'Cause where I'm livin' ain't right, black hate white\nWhite hate black, it's right back to the same fight\nThey got us suspectin' a war\nBut the real war is to follow the law of the Lord\nI'm ready to meet him\n\nOur Father, who art in Heaven\nI'm not ashamed to ask for guidance at 27\nNo longer afraid to knock on Your door\nNot scared anymore to lose my life in the war\nAfter what I just saw, I'm ridin' with the Lord\n'Cause I really can't afford to lose my head by the sword\nAnd now that I've seen what I need to see\nPlease take me where I need to be\n""What have you learned?"" It's better to tell the truth than to lie\n""What have you learned?"" To love my life until I die\n""What have you learned?"" Violence isn't always the key\n""What have you learned?"" You can't always believe what you see\n""What have you learned?"" It's better to forgive and forget\n""What have you learned?"" Give as you expect to get\n""What have you learned?"" That I can't go on without You\n""What have you learned?"" I must've been a fool to ever doubt You\n\nI'm ready to meet him\n'Cause where I'm livin' ain't right, black hate white\nWhite hate black, it's right back to the same fight\nThey got us suspectin' a war\nBut the real war is to follow the law of the Lord\nI'm ready to meet him\n'Cause where I'm livin' ain't right, black hate white\nWhite hate black, it's right back to the same fight\nThey got us suspectin' a war\nBut the real war is to follow the law of the Lord\nI'm ready to meet him\n\nI'm ready to meet him\nI'm ready to meet him\nI'm ready to meet him\nI'm ready to meet him",3L13HMIMmsXGgaOF8sI3cE,0.711,0.48200000000000004,1,-11.591,0,0.608,0.165,6.57e-06,0.162,0.21,90.835
ML1364,Swallow The Sun,The Justice of Suffering,neg,sad,I curse the love for you\nAnd the pale souls you have tasted\nThe sings of filthy passion\nWill soon turn to cries of pain\nWhen I claim what is mine\nThrough the justice of suffering\n\nWhen the paying of her sins come closer\nThe night will end in tears\nAnd the moment you dirt her skin with your fingers\nYou will be sentenced the same\nEvery second with her I count\nAnd for every second you will suffer too\n\nNo light will save them now\nWhen the words of hope have all been spoken\nAnd I wash the blood from my hands\nAnd let them lie silent and cold on the flowers\n\nFor my anger is greater\nThan the hand that once swept your cheek\nAnd my anger is greater\nThan the human I was\nI will claim that is mine\nThrough the justice of suffering\nNo light will save them now\nWhen the words of hope have all been spoken\nAnd I wash the blood from my hands\nAnd let them lie silent and cold on the flowers\n\nIs this poison in your womb\nWorth of the burning flesh\nIn this pyre of ghost lovers\n\nBut every second with her I count\nAnd for every second you will suffer too\nThe night will end…\nIt will end in tears soon\n\nNo light will save them now\nWhen the words of hope have all been spoken\nAnd I wash the blood from my hands\nAnd let them lie silent and cold on the flowers\nNo light will save them now\nWhen the words of hope have all been spoken\nAnd I wash the blood from my hands\nAnd let them lie silent and cold on the flowers,0CzCn57I1EePyxR61pGzDM,0.38799999999999996,0.768,8,-5.935,1,0.0306,5.9699999999999994e-05,0.446,0.214,0.22699999999999998,134.91899999999998
ML1365,Skinny Puppy,Candle,neg,sad,Here falls now undone\nLooks beyond the credits sum\nLivid fractures less of fate\nThe whisper winds blow the seeds of hate\nDisturbed society\nDogs might turn with no values\nIntend to raise ability\nA tried and tested pointless view\nGod's got security\nHands like snakes sow the seeds\nRaise all negative force-fed\nTraces poisons all impure\nProfane the haunted heaven\nJeering leapt into the pit of calamity\nA mean condition no wealth dents\nProvisions for a time unknown\nThelemic gestures are planned and hatched\nIn seasons of dissolute pain\nI cried afflicted and infected\nOblige the system's perfect dream\nDistorted my words\nAssume all that is programmed before me\nAnd somewhat left unsaid behind shutters\nDirt before desire\nDusted crap ingested comes\nStealing life that you are not visited\nWarped torpedo night crawls through\nThe distant and irrelevant\nA good life’s experiment fused\nI'm laying violent hands upon\nA dead card calling cattle\nThe playthings are so abused\nThe derelict dial phone clock pusher\nDelved in reliving the future too\nI'm sticking pins and needles\nIn this stinging rotten flesh-like substitute\nPieces of half cooked meat that are\nWalking on this earth\nAbort desire irrelevance ticks in front in view\nTicks in front of you\nTicks in front in view\nA candle rhyme to realign\nBurnt out shadows on the wall seize the moment\nReach!,0XArpGxcsyRZVJy1gLvwLK,0.625,0.818,7,-7.8660000000000005,0,0.0384,0.00278,0.00025499999999999996,0.0833,0.249,122.889
ML1367,Tenacious D,Kyle Quit The Band,pos,happy,"Last week\nKyle quit the band\nNow we're back together, uh\nMisunderstanding\nDidn't understand\nIt doesn't matter\nNow we're back together again\nLa-la-la-la-la\n\nCouldn't split up Kato and Nash\n(That's true)\nCouldn't split up Tango and Cash\nThat's also true\n\nThis is our song of exultant joy, because\nWe only came to kick some ass\nRock the fucking house\nAnd kick some ass\nWhat we gonna do with all the cash?\nSmoke hash\nAnd then we thrash\nWe'll throw a big ol' bash y'all\nAnd everyone is invited to the bash\nAnd everyone, you're all invited to the bash\n\nCome on Kyle\nOne time, come on",3HuFO26FJqB12wSPwyHz2V,0.311,0.983,8,-7.725,1,0.245,8.52e-05,0.306,0.0912,0.14800000000000002,132.251
ML1368,The Cooper Temple Clause,Take Comfort,neg,relaxed,"To think I showed such promise, such potential as a lover\nBut I guess I had my hands full with myself without another\nTo occupy my fancies to take root amongst the woods\nHell, I should have known I'd never come up with the goods\nI never could\n\nI will laugh and I will cry\nAnd I'll take comfort in that someday I shall die\n\nI've said and I've done things in my time and make you shiver\nI've spent time with wistful eyes just staring at the river\nIn the end I couldn't even find the words she wanted me to say\nIn her heart she knows she never knew me anyway\nWhat can I say?\n\nI will laugh and I will cry\nAnd I'll take comfort in that someday I shall die\n\n\nI will laugh and I will cry\nAnd I'll take comfort in that someday I shall die\n\nTake for instance if you will a person you don't care for\nNot someone you hate, just someone you turn off the phone for\nSpare a thought for them because no matter how much they whine and they moan\nThere's not a bad thing you can say about them they've not said When they're alone\nPick up the phone\n\nI will laugh and I will cry\nAnd I'll take comfort in that someday I shall die\nI will laugh and I will cry\nAnd I'll take comfort in that someday I shall die",4hko8ylWP5mko8GJyXRBic,0.569,0.6859999999999999,10,-8.511000000000001,1,0.0312,0.491,0.275,0.10300000000000001,0.966,170.06400000000002
ML1369,Cure,Killing an Arab,neg,angry,Standing on the beach\nWith a gun in my hand\nStaring at the sea\nStaring at the sand\nStaring down the barrel\nAt the arab on the ground\nI can see his open mouth\nBut I hear no sound\n\nI'm alive\nI'm dead\nI'm the stranger\nKilling an arab\n\nI can turn\nAnd walk away\nOr I can fire the gun\nStaring at the sky\nStaring at the sun\nWhichever I chose\nIt amounts to the same\nAbsolutely nothing\nI'm alive\nI'm dead\nI'm the stranger\nKilling an arab\n\nI feel the steel butt jump\nSmooth in my hand\nStaring at the sea\nStaring at the sand\nStaring at myself\nReflected in the eyes\nOf the dead man on the beach\n(The dead man on the beach)\n\nI'm alive\nI'm dead\nI'm the stranger\nKilling an arab,1LpZAbTRcP46SqdJXCPIl9,0.6940000000000001,0.47200000000000003,11,-15.764000000000001,0,0.562,0.00471,0.000127,0.17800000000000002,0.488,167.53400000000002
ML1370,Laura Fygi,Dream A Little Dream,pos,relaxed,"Stars shining bright above you\nNight breezes seem to whisper, ""I love you""\nBirds singing in the sycamore tree\n""Dream a little dream of me""\nJust say ""goodnight"" and kiss me\nOh, hold me tight and tell me you miss me\nWhile I'm alone and blue as can be\nDream a little dream of me\nStars fading, but I linger on, dear\nStill craving your kiss\nI'm longing to linger till dawn, my dear\nJust saying this:\nSweet dreams till sunbeams find you\nSweet dreams that leave all worries behind you\nBut in your dreams whatever they'll be\nDream a little dream of me\nSay ""nightie-night"" and kiss me\nOh, hold me tight and tell me you miss me\nWhile I'm alone and blue as can be\nDream a little dream of me\nDream a little dream of you and me",7MzX7Sj1ZwfgcC2xjsmprl,0.618,0.26,0,-13.412,1,0.0277,0.812,0.0,0.0934,0.272,88.13
ML1371,Bullet For My Valentine,The Poison,neg,angry,"Now, is your time to die!\nWe've gathered here to say goodbye\nNo more, you'll cry!\nNo reason left for you to fight\nFeel, pain, no more!\nEmotions never felt before\nWhere do we go! (We go?)\nShe'll never know!\n\nHolding on to you, to keep from falling\nYour eyes are closing now\nAnother chapter's ending\n\nHard times, we always saw!\nThere's nothing left of you no more\nFear has no place, no place!\nCover her face!\n\nHolding on to you, to keep from falling\nYour eyes are closing now\nAnother chapter's ending\nThis is our last goodbye (goodbye!)\nThis is our time tonight\n\n\nHolding on to you!\nCover up her face!\nHolding on to you, to keep from falling!\n\nHolding on to you, to keep from falling\nYour eyes are closing now\nAnother chapter's ending\n\nThis is our last goodbye (goodbye!)\nThis is our time tonight (goodbye!)\nThis is our last goodbye!",7F1T5UqIGYTC2DgZsMtVHN,0.45399999999999996,0.971,5,-2.4619999999999997,1,0.0881,3.4399999999999996e-05,2.04e-06,0.326,0.498,93.448
